,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
3099,50604,Female,Hispanic,Active,GSD PARKING SERVICES,3363,PARKING ATTENDANT II,1971-06-12,0.0,39191.76,39191.76
3838,12377,Female,Black,Active,GSD PARKING SVCS AS NEEDED,3352,PARKING ATTENDANT I,2000-09-22,2056.68,37396.08,39452.76
11358,38183,Female,Hispanic,Active,GSD PRINT SHOP/REVOLVING,4401,BINDERY WORKER,1989-01-08,0.0,56584.8,56584.8
14504,22465,Female,Black,Active,GSD PURCHASING,3382,SUPPLY SERVICES PAYMENT CLERK,1982-11-14,0.0,73539.36,73539.36
3664,59634,Female,Black,Active,GSD SMS SUPPORT,3384,SYSTEMS ANALYST,1997-03-10,0.0,76462.56,76462.56
38684,372702,Female,Asian,Active,GSD SPECIAL OPERATIONS,3306,SAFETY ENGINEER,2015-06-23,0.0,92373.12,92373.12
12240,45891,Female,Black,Active,GSD STANDARDS,3371,SR CHEMIST,1986-10-19,0.0,108408.96,108408.96
2290,36646,Female,Hispanic,Active,HARBOR,3201,ACCOUNTING REC SUPVR II,1969-02-17,0.0,93166.56,93166.56
46880,390776,Female,Hispanic,Active,HARBOR - HIRING HALL,3291,CITY CRAFT ASSISTANT-HH,2017-09-21,0.0,51782.4,51782.4
10842,39446,Female,Hispanic,Active,HOUSING ACCOUNTING DIVISION,3914,ACCOUNTING CLERK,1980-11-03,0.0,69697.44,69697.44
18101,71411,Female,Hispanic,Active,HOUSING ADMINISTRATIVE SERVICES,3902,SR PROJECT COORDINATOR,2002-02-25,0.0,111582.72,111582.72
32358,332944,Female,Black,Active,HOUSING AS NEEDED,3905,COMNTY/ADMN SUP WKR II,2010-07-20,0.0,32071.68,32071.68
9210,26462,Female,Black,Active,HOUSING ASSET MANAGEMENT,3916,FINANCE DEV OFFICER I,1984-03-18,0.0,128140.56,128140.56
17892,45838,Female,Hispanic,Active,HOUSING COMPLIANCE DIVISION,3915,MANAGEMENT ANALYST,1995-02-19,0.0,100307.52,100307.52
2232,37981,Female,Asian,Active,HOUSING CONSOLIDATED PLANNING,3926,SR MGMT ANALYST II,1985-09-16,0.0,131648.4,131648.4
10739,40160,Female,Asian,Active,HOUSING DEVELOPMENT & FINANCE,3924,FINANCE DEV OFFICER I,1983-09-22,0.0,111875.04,111875.04
10430,29802,Female,Filipino,Active,HOUSING ENFORCEMENT,3906,SR ADMINISTRATIVE CLERK,1995-11-20,0.0,57628.8,57628.8
17944,52653,Female,Hispanic,Active,HOUSING EXECUTIVE MANAGEMENT1,3900,EXEC ADMIN ASST II,1989-12-06,0.0,81766.08,81766.08
6611,55455,Female,Black,Active,HOUSING PROGRAM OPERATIONS,3927,ASST CH GRANTS ADMINSTR,1983-01-01,0.0,145679.76,145679.76
11445,46980,Female,Hispanic,Active,HOUSING RENT STABILIZATION,3901,DIR ENFORCEMENT OPER,1984-02-12,0.0,175120.56,175120.56
12467,54033,Female,Black,Active,HOUSING RENT STABILIZATION COMM,3919,MEM RENT ADJUST COMMSN,1994-11-02,0.0,104400.0,0.0
4341,19449,Female,Hispanic,Active,HOUSING STRATEGIES & SERVICES,3925,SR ADMINISTRATIVE CLERK,1991-02-05,3629.99,66001.68,69631.67
2327,36168,Female,Caucasian,Active,HOUSING SYSTEM DIV,3908,SR SYSTEMS ANALYST II,1982-07-12,0.0,146765.52,146765.52
16999,17911,Female,Black,Active,I T A - COMMUNICATION,2703,SR COMMUN OPERATOR I,1982-10-04,0.0,75439.44,75439.44
1770,38174,Female,Asian,Active,I T A - GENERAL ADMIN,2704,SR MGMT ANALYST I,1979-10-30,0.0,118473.12,118473.12
11106,36879,Female,Hispanic,Active,I T A - HIRING HALL,2791,COMMUN ELECTRICN I  - H,2015-02-07,0.0,76462.56,76462.56
36687,366783,Female,Asian,Active,I T A AS NEEDED,2702,STUDENT PROF WORKER,2014-08-01,0.0,34243.2,34243.2
13073,53705,Female,Black,Active,INFO TECHNOLOGY AGENCY,2701,SYSTEMS PROGRAMMER I,1983-02-22,0.0,124507.44,124507.44
16410,12334,Female,Caucasian,Active,ITA - TELECOMMUNICATIONS,8301,CHANNEL TRAFFIC COORD,1992-04-13,0.0,79156.08,79156.08
9178,25755,Female,Filipino,Active,L A CONVENTION CENTER,4001,EXEC ADMIN ASST III,1990-01-22,0.0,92519.28,92519.28
25498,106371,Female,Hispanic,Active,L A CONVENTION CTR COMM,4009,COMMISSIONER,2006-01-18,0.0,52200.0,52200.0
3276,45386,Female,Caucasian,Active,L A CONVTN CTR EMPLY AS NEEDED,4002,SR SALES REP II,1981-08-03,0.0,121793.04,121793.04
36355,365189,Female,Asian,Active,LAFPP - AS NEEDED,5252,RELIEF RETIRE WORKER,2014-06-03,0.0,34097.04,34097.04
7013,13087,Female,Black,Active,LIBRARY,3501,SR LIBRARIAN,1968-08-12,0.0,104337.36,104337.36
10047,33464,Female,Black,Active,LIBRARY - AS NEEDED,3502,LIBRARIAN II,1966-02-07,0.0,88405.92,88405.92
18559,17670,Female,Black,Active,LIBRARY COMM,3509,COMMISSIONER,2002-04-02,0.0,104400.0,0.0
46383,389761,Female,Filipino,Active,LOCAL LIBRARY JOB PROGRAM,3508,MESSENGER CLERK,2017-08-07,0.0,32635.44,32635.44
8914,28796,Female,Asian,Active,LOS ANGELES ZOO,8701,ANIMAL KEEPER,1976-02-14,0.0,65187.36,65187.36
8588,26549,Female,Hispanic,Active,MAYOR,3651,MAYORAL AIDE V,1985-07-25,0.0,88468.56,88468.56
31879,326649,Female,Filipino,Active,MAYOR - AS NEEDED,3654,MAYORAL AIDE V,2009-08-03,0.0,75168.0,75168.0
3925,50150,Female,Hispanic,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE V,1987-07-14,0.0,77235.12,77235.12
10745,40196,Female,Unknown,Active,NEIGHBORHOOD EMPOWERMENT,4701,NEIGHBRHD EMP ANALYST,2000-08-13,0.0,93918.24,93918.24
37502,369622,Female,Asian,Active,NEIGHBORHOOD EMPOWERMENT - AS NEEDED,4702,ADMIN INTERN,2015-01-12,0.0,41801.76,41801.76
9378,28962,Female,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX COMPLNCE OFCR III,1977-09-06,0.0,115299.36,115299.36
17868,43735,Female,Filipino,Active,OFC OF FINANCE AS NEEDED,8605,TAX RENEWAL ASST I,2002-01-14,0.0,31946.4,31946.4
48068,389502,Female,Hispanic,Active,P W BD - AS NEEDED,5003,STUDENT PROF WORKER,2017-08-04,0.0,34243.2,34243.2
13153,56076,Female,Black,Active,P W ENGINEERING,6201,REPROGRAPHIC OPER I,1975-04-21,0.0,55645.2,55645.2
13729,16802,Female,Black,Active,P W GENERAL OFFICE,5001,SR ADMINISTRATIVE CLERK,1980-11-26,0.0,66001.68,66001.68
14668,39634,Female,Asian,Active,PERSONNEL C S 1,2001,COMMISSION EXEC ASST I,1979-07-02,0.0,79156.08,79156.08
11298,44560,Female,Asian,Active,PERSONNEL C S 2,2002,PROCTOR,1982-01-09,0.0,37145.52,37145.52
3495,45541,Female,Black,Active,PLANNING,4201,SR ADMINISTRATIVE CLERK,1974-08-13,0.0,66001.68,66001.68
32478,335094,Female,Other,Active,PLANNING AS NEEDED,4203,STUDENT PROF WORKER,2010-12-06,0.0,37145.52,37145.52
14732,44237,Female,Black,Active,POLICE,4302,PR CLERK POLICE II,1973-08-21,4865.82,88468.56,93334.38
3451,11098,Female,Caucasian,Active,POLICE AS NEEDED,4303,COMM HEARING EXMR,1992-11-23,0.0,1879200.0,1879200.0
4567,20119,Female,Black,Active,PUBLIC ACCOUNTABILITY,1101,EXEC LEGAL SECRETARY II,1986-08-18,0.0,87633.36,87633.36
9485,31464,Female,Hispanic,Active,PW  INVESTIGATION & ENFORCEMENT,7402,SR ADMINISTRATIVE CLERK,1985-05-20,3629.99,66001.68,69631.67
6070,50968,Female,Black,Active,PW ACCOUNTING,5202,ACCOUNTING CLERK,1980-10-06,0.0,69697.44,69697.44
2040,41368,Female,Black,Active,PW ADMINISTRATION & FINANCIAL MANAGEMENT,7405,COMMUN INFO REP II,1985-02-05,0.0,66001.68,66001.68
32140,330560,Female,Asian,Active,PW ADMINISTRATION AS NEEDED,7066,PROJECT ASSISTANT,2014-11-24,0.0,48796.56,48796.56
5583,45660,Female,Black,Active,PW ADMINISTRATION DIVISION,7006,MANAGEMENT ANALYST,1977-12-21,0.0,100307.52,100307.52
5327,51771,Female,Black,Active,PW CONTRACT ADMINS,6001,ADMINISTRATIVE CLERK,1985-06-09,0.0,53473.68,53473.68
10307,30188,Female,Black,Active,PW CUSTOMER CARE,7033,ADMINISTRATIVE CLERK,1990-02-20,0.0,53473.68,53473.68
13715,14740,Female,Caucasian,Active,PW D C TILLMAN WATER RECLM,7012,SANITATION WSTWATER MGR III,1990-02-25,0.0,175120.56,175120.56
46332,389564,Female,Hispanic,Active,PW DONALD C TILLMAN WATER RECLAMATION PLANT,7061,STUDENT ENGINEER,2017-07-24,0.0,42449.04,42449.04
12680,55611,Female,Asian,Active,PW ENVIRONMENTAL MONITORING DIV,7014,CHEMIST II,1983-04-18,0.0,94252.32,94252.32
43951,384525,Female,Hispanic,Active,PW ENVIRONMNTL MONITORG AS NEEDED,7065,PROJECT ASSISTANT,2017-02-13,0.0,48796.56,48796.56
13945,56646,Female,Asian,Active,PW EXECUTIVE,7407,FISCAL SYSTEMS SPEC I,1994-08-15,0.0,106822.08,106822.08
5154,18998,Female,Hispanic,Active,PW EXECUTIVE DIVISION,7001,EXEC ADMIN ASST II,1982-02-08,0.0,75376.8,75376.8
41179,377112,Female,Black,Active,PW FINANCIAL MGMT AS NEEDED DIV,7085,STUDENT ENGINEER,2016-04-04,0.0,43618.32,43618.32
14895,56796,Female,Asian,Active,PW FINANCIAL MGMT DIV,7024,SR ADMINISTRATIVE CLERK,1989-06-26,0.0,66001.68,66001.68
39817,374868,Female,Hispanic,Active,PW HIRING HALL,7491,LABORER - GROUP IV,2015-10-19,0.0,75293.28,75293.28
18046,48748,Female,Caucasian,Active,PW HYPERION TREAT PLANT,7007,SANITATION WSTWATER MGR II,1985-03-25,0.0,149271.12,149271.12
7863,21653,Female,Hispanic,Active,PW INDUSTRIAL SAFETY & COMPLIANCE,7020,SR ADMINISTRATIVE CLERK,1985-04-17,0.0,66001.68,66001.68
9272,26148,Female,Black,Active,PW INDUSTRIAL WASTE MANAGEMENT,7013,ADMINISTRATIVE CLERK,1978-03-14,0.0,53473.68,53473.68
43734,384499,Female,Hispanic,Active,PW INDUSTRIAL WASTE MANAGEMENT DIV-AS NEEDED,7075,PROJECT ASSISTANT,2017-02-13,0.0,48796.56,48796.56
2095,41131,Female,Caucasian,Active,PW INFORMATION & CONTROL SYSTEMS,7008,DIR OF SYSTEMS,1985-05-13,0.0,144844.56,144844.56
11103,41283,Female,Filipino,Active,PW INTEGRATED SOLID WSTE MGMT DIV,7026,PR CLERK,1987-09-14,0.0,79156.08,79156.08
11928,43365,Female,Filipino,Active,PW LA-GLENDALE WATER RECLM,7010,SR ADMINISTRATIVE CLERK,1997-10-27,0.0,66001.68,66001.68
5533,41413,Female,Asian,Active,PW METHODS AND STANDARDS,7413,ST SVCS GEN SUPT I,1987-02-17,0.0,138371.76,138371.76
17411,26432,Female,Caucasian,Active,PW REGULATORY AFFAIRS DIV,7023,ENVIRN AFFRS OFC,1985-11-24,0.0,144677.52,144677.52
18288,69864,Female,Caucasian,Active,PW REGULATORY AFFAIRS DIV AS NEEDED,7077,PROJECT COORDINATOR,2008-02-28,0.0,81995.76,81995.76
48041,31742,Female,Black,Active,PW RESURFACING & RECONSTRUCTION,7411,PR CLERK,1984-11-26,0.0,79156.08,79156.08
3146,44219,Female,Black,Leave,PW SOLID RESOURC RCYCLG/COLLCTN,7002,MAINTENANCE LABORER,1981-12-13,0.0,0.0,0.0
26678,281800,Female,Hispanic,Active,PW SOLID RESOURCES AS NEEDED,7055,PROJECT ASSISTANT,2010-03-15,0.0,48796.56,48796.56
11671,47880,Female,Asian,Active,PW SOLID RESOURCES COMMERCIAL FRANCHISE,7034,SOLID RESOURCES MGR I,1990-07-01,0.0,157602.24,157602.24
17468,28262,Female,Hispanic,Active,PW SOLID RESOURCES DISP & ENGRG,7011,ENVRMNTL ENGINEER,1986-01-06,0.0,127555.92,127555.92
9924,40762,Female,Black,Active,PW SOLID RESOURCES NORTH COLL DIV,7031,REF COLL SUPERVISOR,1977-07-25,0.0,104629.68,104629.68
37280,369081,Female,Hispanic,Active,PW SOLID RESOURCES SOUTH AS NEEDED,7032,MAINTENANCE LABORER,2014-12-15,0.0,42678.72,42678.72
8540,26740,Female,Black,Active,PW SOLID RESOURCES SUPPORT SERV,7030,SR ADMINISTRATIVE CLERK,1995-03-05,9075.23,66001.68,75076.91
7551,11392,Female,Hispanic,Active,PW SOLID RESOURCES VALLEY COLL,7028,ADMINISTRATIVE CLERK,1995-10-10,0.0,53473.68,53473.68
37392,369212,Female,Asian,Active,PW SOLID RSRC CW RCYCLG AS NEEDED,7087,STUDENT PROF WORKER,2014-12-29,0.0,34243.2,34243.2
29734,308260,Female,Black,Active,PW SOLID RSRC SPPRT SVC AS NEEDED,7090,EVENT ATTENDANT II,2008-01-23,0.0,31278.24,31278.24
39477,373980,Female,Hispanic,Active,PW SOLID RSRC VLLY COLL AS NEEDED,7088,ADMINISTRATIVE CLERK,2015-08-10,0.0,39692.88,39692.88
7701,21729,Female,Caucasian,Active,PW SPECIAL PROJECTS,7412,EQUIPMNT OPERATOR,1999-08-02,0.0,92018.16,92018.16
825,24573,Female,Asian,Active,PW STORMWATER MANAGEMENT DIV,7025,CIVIL ENGINEER,1987-02-02,0.0,127555.92,127555.92
11057,36387,Female,Asian,Active,PW STREET IMPROVEMENT,7490,MANAGEMENT ANALYST,1993-09-19,0.0,100307.52,100307.52
8970,24682,Female,Asian,Active,PW STREET LIGHTING,7301,IMPROV ASSESSOR SUPV II,1974-08-27,0.0,117784.08,117784.08
7852,21255,Female,Hispanic,Active,PW STREET MAINTENANCE,7401,MAINTENANCE LABORER,1986-07-07,0.0,50508.72,50508.72
18728,71325,Female,Caucasian,Active,PW TERMINAL IS TREAT PLAN,7005,GARDENER CARETAKER,2002-02-11,0.0,56438.64,56438.64
5747,48657,Female,Black,Active,PW URBAN FORESTRY,7404,SR ADMINISTRATIVE CLERK,1980-06-22,0.0,66001.68,66001.68
7126,68383,Female,Hispanic,Active,PW WASTEWATER COLL SYSTEM,7004,W/WTR COLL WORKER II,2001-09-03,0.0,75397.68,75397.68
34390,351707,Female,Hispanic,Active,PW WASTEWATER COLL-AS NEEDED,7086,STUDENT PROF WORKER,2012-11-19,0.0,34243.2,34243.2
17703,38475,Female,Hispanic,Active,PW WASTEWATER ENGINEERG SVCS,7016,SECRETARY,1989-11-20,1972.38,71722.8,73695.18
38565,372308,Female,Other,Active,PW WASTEWATER ENGRG SERVS DIV,7070,PROJECT ASSISTANT,2015-06-15,0.0,48796.56,48796.56
23364,100727,Female,Black,Active,PW WATERSHED PROTECTION DIV-AS NEEDED,7052,PROJECT ASSISTANT,2015-03-02,0.0,48796.56,48796.56
926,28006,Female,Caucasian,Active,R&P FULL-TIME SPECIAL FUNDED,7904,RECREATION FAC DIR,1982-06-28,0.0,74980.08,74980.08
2082,40952,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,1970-04-20,2046.24,35141.04,37187.28
103,13834,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,ASST GM REC & PARKS,1975-02-24,0.0,200531.52,200531.52
35101,358388,Female,Black,Active,REC PARKS SUMMER NIGHT PART TIME,7908,GRYD WORKER I,2013-06-26,0.0,25640.64,25640.64
5164,31218,Female,Caucasian,Active,RETIREMENT OVER THE LIMIT AMT,1808,RETIREE OVER THE LIMIT,1969-06-23,0.0,0.0,0.0
12783,51620,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,MANAGEMENT ANALYST,1982-08-02,5517.02,100307.52,105824.54
43363,379454,Female,Caucasian,Active,TITLE V EMPLOY STIMULUS,1983,COMNTY/ADMN SUP WKR I,2016-07-05,0.0,29232.0,29232.0
15062,36209,Female,Black,Active,TRANSPORTATION,8501,SR TRAFFIC SUPV I,1972-05-22,0.0,75982.32,75982.32
45719,48573,Female,Hispanic,Active,TRANSPORTATION AS NEEDED,8502,ADMINISTRATIVE CLERK,1988-07-05,0.0,53473.68,53473.68
650,24468,Female,Caucasian,Active,ZOO AS NEEDED,8702,ANIMAL KEEPER,1982-08-15,0.0,48358.08,48358.08
