,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
9736,38477,Female,Caucasian,Active,AIRPORTS,101,RIDESHARE PROGM ADMNSTR,1992-02-23,0.0,151567.92,151567.92
10006,34236,Female,Asian,Active,AIRPORTS,101,GRAPHICS SUPERVISOR II,1992-04-05,0.0,124758.0,124758.0
5543,41767,Female,Black,Active,AIRPORTS,101,DEPUTY G M AIRPT / 1,1992-06-29,0.0,241894.8,241894.8
8135,16775,Female,Asian,Active,AIRPORTS,101,FISCAL SYSTEMS SPEC I,1992-07-12,0.0,125697.6,125697.6
12446,56484,Female,Asian,Active,AIRPORTS,101,AIRPORT GUIDE I,1992-07-20,2184.31,39713.76,41898.07
1324,23362,Female,Black,Active,AIRPORTS,101,COMPUTER OPERATOR II,1993-05-10,0.0,70845.84,70845.84
7350,10775,Female,Black,Active,AIRPORTS,101,COMMUN ENGRG ASSOC IV,1994-08-16,0.0,127555.92,127555.92
13828,60249,Female,Filipino,Active,AIRPORTS,101,FISCAL SYSTEMS SPEC II,1994-12-11,0.0,146765.52,146765.52
44149,36593,Female,Caucasian,Active,AIRPORTS,101,CARPENTER SUPVR,1995-01-09,5307.96,96507.36,101815.32
18129,52814,Female,Caucasian,Active,AIRPORTS,101,SR COMMUN ENGINEER,1995-02-05,0.0,149981.04,149981.04
8678,28502,Female,Caucasian,Active,AIRPORTS,101,EMERGNCY MGT COORD II,1995-05-08,0.0,143341.2,0.0
786,24802,Female,Hispanic,Active,AIRPORTS,101,COMNTY PROGRM DIRECTOR,1995-05-30,0.0,115863.12,115863.12
3898,19229,Female,Filipino,Active,AIRPORTS,101,AIRP PUB/COMM REL DIR II,1995-09-05,0.0,157602.24,157602.24
13459,16092,Female,Black,Active,AIRPORTS,101,MAINTENANCE LABORER,1995-12-04,0.0,51907.68,51907.68
10818,42868,Female,Black,Active,AIRPORTS,101,PROCUREMENT SUPERVISOR,1996-01-07,0.0,118473.12,118473.12
4782,24187,Female,Black,Active,AIRPORTS,101,DEPARTMENTAL AUDIT MGR,1996-02-20,0.0,175120.56,175120.56
8869,29283,Female,Black,Active,AIRPORTS,101,ASSISTANT AIRPORT MANAGER,1997-01-05,0.0,155556.0,155556.0
2946,46282,Female,Black,Active,AIRPORTS,101,BUS OPERATOR,1997-04-27,0.0,70553.52,70553.52
4802,25269,Female,Hispanic,Active,AIRPORTS,101,PARK MAINT SUPVR/AP,1997-05-28,0.0,70010.64,70010.64
2015,42849,Female,Asian,Active,AIRPORTS,101,AIRPORTS MTCE SUPVR III,1997-07-08,0.0,103815.36,103815.36
13279,57479,Female,Asian,Active,AIRPORTS,101,COMMISSION EXEC ASST I,1997-09-29,0.0,79156.08,79156.08
15171,28375,Female,Black,Active,AIRPORTS,101,MANAGEMENT ASSISTANT,1997-10-20,0.0,71326.08,71326.08
8888,28154,Female,Black,Active,AIRPORTS,101,SR REAL ESTATE OFFICER,1997-10-27,0.0,100787.76,100787.76
12184,45474,Female,Hispanic,Active,AIRPORTS,101,BUILDING REPAIRER I,1997-10-27,0.0,63182.88,63182.88
1456,36490,Female,Asian,Active,AIRPORTS,101,SYSTEMS PROGRAMMER III,1997-11-09,0.0,145116.0,145116.0
3701,59419,Female,Hispanic,Active,AIRPORTS,101,MAINTENANCE ASST,1998-05-01,1389.04,50508.72,51897.76
2633,54008,Female,Black,Active,AIRPORTS,101,DIR OF AIRPRTS ADMINSN,1998-05-25,0.0,205897.68,205897.68
2332,36709,Female,Hispanic,Active,AIRPORTS,101,CH AIRPORT PLAN II,1998-07-20,0.0,161423.28,161423.28
5229,36585,Female,Asian,Active,AIRPORTS,101,SR AUDITOR,1998-09-28,0.0,106362.72,106362.72
3208,36087,Female,Black,Active,AIRPORTS,101,REAL ESTATE OFCR-AIRPORT,1998-10-26,0.0,92707.2,92707.2
12842,52070,Female,Caucasian,Active,AIRPORTS,101,PROPERTY MANAGER IV,1998-12-07,0.0,170255.52,170255.52
1628,39710,Female,Filipino,Active,AIRPORTS,101,PUB INFO DIRECTOR I,1999-01-19,0.0,113816.88,113816.88
14826,40274,Female,Hispanic,Active,AIRPORTS,101,AIRP PUB/COMM REL DIR I,1999-04-26,0.0,123463.44,123463.44
7754,22778,Female,Caucasian,Active,AIRPORTS,101,LEGISLATIVE REP,1999-08-23,4029.06,134300.16,138329.22
7764,20933,Female,Caucasian,Active,AIRPORTS,101,CONSTR INSPECTOR,1999-09-13,8414.9,101998.8,110413.7
4717,22845,Female,Black,Active,AIRPORTS,101,HEAVY DUTY TRUCK OPER,1999-10-14,1833.53,66669.84,68503.37
13670,59412,Female,Filipino,Active,AIRPORTS,101,COMMUN ENGINEER,1999-11-01,0.0,127555.92,127555.92
15366,33049,Female,Caucasian,Active,AIRPORTS,101,SR SYSTEMS ANALYST I,1999-11-22,0.0,118661.04,118661.04
5170,31280,Female,Asian,Active,AIRPORTS,101,GRAPHICS DESIGNRII-ARPT,2000-01-31,0.0,85566.24,85566.24
8398,20090,Female,Black,Active,AIRPORTS,101,WINDOW CLEANER - AIRPORT,2000-02-28,1488.22,54120.96,55609.18
3872,61274,Female,Filipino,Active,AIRPORTS,101,INTERNAL AUDITOR III,2000-03-26,0.0,118473.12,118473.12
5846,53304,Female,Caucasian,Active,AIRPORTS,101,ARPT SUPT OF OPER III,2000-03-27,0.0,122022.72,122022.72
2509,55071,Female,Filipino,Active,AIRPORTS,101,INTERNAL AUDITOR II,2000-05-22,0.0,100307.52,100307.52
15752,57642,Female,Hispanic,Active,AIRPORTS,101,DELIVERY DRIVER III,2000-07-31,0.0,61261.92,61261.92
14254,25826,Female,Filipino,Active,AIRPORTS,101,ENVIRONMENTAL SPEC III,2000-08-13,0.0,117345.6,117345.6
16191,50325,Female,Black,Active,AIRPORTS,101,PERS RECORDS SUPV,2000-10-02,0.0,75669.12,75669.12
12082,49228,Female,Caucasian,Active,AIRPORTS,101,TRANSP PLANNING ASSC II,2000-10-31,0.0,108555.12,108555.12
16028,58351,Female,Filipino,Active,AIRPORTS,101,SR ACCOUNTANT II,2000-11-05,0.0,98950.32,98950.32
4678,22009,Female,Hispanic,Active,AIRPORTS,101,PR PUBLIC RELATIONS REP,2001-04-09,0.0,97363.44,97363.44
6404,61591,Female,Asian,Active,AIRPORTS,101,SYSTEMS PROGRAMMER II,2001-06-03,0.0,123442.56,123442.56
3211,45302,Female,Asian,Active,AIRPORTS,101,DATA BASE ARCHITECT,2001-06-05,0.0,139791.6,139791.6
8468,68355,Female,Black,Active,AIRPORTS,101,ARPT SUPT OF OPER II,2001-07-30,0.0,106174.8,106174.8
11290,68746,Female,Black,Active,AIRPORTS,101,BUS OPERATOR SUPVR,2001-08-27,0.0,78592.32,78592.32
18112,69702,Female,Caucasian,Active,AIRPORTS,101,COMMUN ENGRG ASSOC III,2001-09-24,0.0,117345.6,117345.6
18981,70217,Female,Caucasian,Active,AIRPORTS,101,ARTS MANAGER III,2001-11-19,0.0,112104.72,112104.72
20345,33911,Female,Caucasian,Active,AIRPORTS,101,FINANCIAL MANAGER II,2002-10-21,0.0,162195.84,162195.84
20661,77886,Female,Asian,Active,AIRPORTS,101,PROGRAMMER/ANALYST V,2003-01-27,0.0,125718.48,125718.48
41272,79930,Female,Hispanic,Active,AIRPORTS,101,SR GARDENER,2003-04-17,0.0,61491.6,61491.6
20152,80251,Female,Asian,Active,AIRPORTS,101,SR ACCOUNTANT I,2003-05-05,0.0,91391.76,91391.76
38506,83279,Female,Filipino,Active,AIRPORTS,101,CITY PLANNER,2003-07-14,0.0,118159.92,118159.92
22222,86067,Female,Caucasian,Active,AIRPORTS,101,CH OF AVIATION TECH,2003-11-03,0.0,189653.04,189653.04
21774,58625,Female,Hispanic,Active,AIRPORTS,101,SAFETY ENGRG ASSC II,2004-05-17,0.0,101685.6,101685.6
22625,90866,Female,Filipino,Active,AIRPORTS,101,FINANCE SPECIALIST V,2004-06-28,0.0,183472.56,183472.56
22912,91346,Female,Caucasian,Active,AIRPORTS,101,INTERNAL AUDITOR IV,2004-08-09,0.0,138998.16,138998.16
24146,98462,Female,Caucasian,Active,AIRPORTS,101,ENVIRONMENTAL SUPVR II,2005-05-09,0.0,127555.92,127555.92
23631,101048,Female,Asian,Active,AIRPORTS,101,STRUCTRL ENGRG ASSC IV,2005-07-27,0.0,127555.92,127555.92
24771,105809,Female,Asian,Active,AIRPORTS,101,ACCOUNTANT,2006-01-23,0.0,78696.72,78696.72
25313,279670,Female,Caucasian,Active,AIRPORTS,101,FINANCE SPECIALIST III,2006-04-03,0.0,152737.2,152737.2
24424,282731,Female,Asian,Active,AIRPORTS,101,MECH ENGRG ASSC IV,2006-06-26,0.0,124131.6,124131.6
26870,283176,Female,Black,Active,AIRPORTS,101,SYSTEMS AIDE,2006-06-26,0.0,71326.08,71326.08
46675,283580,Female,Black,Active,AIRPORTS,101,OFFICE TRAINEE ADMIN CLERK,2006-07-10,0.0,36581.76,36581.76
27911,290515,Female,Hispanic,Active,AIRPORTS,101,PUB RELATIONS SPEC II,2006-12-11,0.0,81390.24,81390.24
28760,302439,Female,Caucasian,Active,AIRPORTS,101,GEOGRAPHIC INFORMATION SYSTEMS SUPERVISOR II,2007-08-19,0.0,122983.2,122983.2
29022,303359,Female,Black,Active,AIRPORTS,101,AIRPORT AIDE,2007-09-17,0.0,47126.16,47126.16
31514,306557,Female,Hispanic,Active,AIRPORTS,101,PAYROLL SUPERVISOR II,2007-12-10,0.0,91851.12,91851.12
30842,316521,Female,Hispanic,Active,AIRPORTS,101,CIVIL ENGINEER AIRPORTS,2008-08-18,0.0,134926.56,134926.56
32370,333033,Female,Black,Active,AIRPORTS,101,ASST AIRPORT POL CHIEF,2010-07-26,5970.11,199007.28,204977.39
32565,335916,Female,Caucasian,Active,AIRPORTS,101,VOLUNTEER COORDINATOR,2011-01-18,0.0,76295.52,76295.52
30593,307552,Female,Hispanic,Active,AIRPORTS,101,ARPT SUPT OF OPER I,2011-09-26,0.0,83603.52,83603.52
34081,349490,Female,Hispanic,Active,AIRPORTS,101,OCCUPATIONAL HLTH NURSE,2012-08-27,4972.57,90410.4,95382.97
34368,351382,Female,Hispanic,Active,AIRPORTS,101,SECURITY AIDE,2012-11-05,2482.89,45142.56,47625.45
44931,359886,Female,Hispanic,Active,AIRPORTS,101,AIRPORT POLICE OFCR I,2013-09-23,0.0,64226.88,64226.88
36330,365296,Female,Caucasian,Active,AIRPORTS,101,CH OF OPERATIONS II,2014-06-02,0.0,106404.48,106404.48
34499,353416,Female,Caucasian,Active,AIRPORTS,101,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,2014-12-01,0.0,77986.8,77986.8
39276,373600,Female,Black,Active,AIRPORTS,101,GEN MGR AIRPORTS,2015-07-13,0.0,362330.64,362330.64
39695,374346,Female,Caucasian,Active,AIRPORTS,101,EMERGNCY MGT COORD I,2015-09-08,0.0,90222.48,90222.48
21858,88744,Female,Black,Active,AIRPORTS,101,AIRPORTS MTCE SUPVR I,2015-11-16,0.0,79072.56,79072.56
13222,17301,Female,Black,Active,AIRPORTS,101,CH INFORMATION OFFICER,2016-07-10,0.0,212286.96,212286.96
43122,380343,Female,Hispanic,Active,AIRPORTS,101,PLANNING ASSISTANT,2016-08-08,0.0,63349.92,63349.92
43090,380443,Female,Black,Active,AIRPORTS,101,CUSTODIAL SVCS ASST - AIRPORT,2016-08-08,3433.19,41613.84,45047.03
43768,382161,Female,Caucasian,Active,AIRPORTS,101,BUILD OPERATING ENGR - AIRPORT,2016-10-31,0.0,92623.68,92623.68
42739,380748,Female,Hispanic,Active,AIRPORTS,101,VOCATIONAL WORKER I,2017-01-09,0.0,32489.28,32489.28
39755,374654,Female,Hispanic,Active,AIRPORTS,101,COMNTY/ADMN SUP WKR III,2017-02-21,0.0,39943.44,0.0
46272,385410,Female,Hispanic,Active,AIRPORTS,101,STUDENT PROF WORKER,2017-04-03,0.0,34243.2,34243.2
46290,388215,Female,Black,Active,AIRPORTS,101,VOCATIONAL WORKER CUSTODIAN - AIRPORT,2017-06-12,2690.65,32614.56,35305.21
46748,390278,Female,Filipino,Active,AIRPORTS,101,SR CONSTR ESTIMATOR,2017-08-21,0.0,117784.08,117784.08
48248,392374,Female,Caucasian,Active,AIRPORTS,101,PROPERTY MANAGER I,2017-10-16,0.0,137995.92,137995.92
48105,392581,Female,Black,Active,AIRPORTS,101,VOCATIONAL WORKER GARDENER CARETAKER,2017-10-16,1061.75,38607.12,39668.87
18059,49358,Female,Caucasian,Active,ANIMAL SERVICES,201,SR ADMINISTRATIVE CLERK,1970-10-05,0.0,66001.68,66001.68
9717,32906,Female,Caucasian,Active,ANIMAL SERVICES,201,ANIMAL CARE TECH,1980-07-28,0.0,57545.28,57545.28
864,25114,Female,Black,Active,ANIMAL SERVICES,201,ANIMAL CARE TECH SUPV,1983-12-07,3674.88,66001.68,69676.56
2542,52238,Female,Hispanic,Active,ANIMAL SERVICES,201,ADMINISTRATIVE CLERK,1984-09-12,0.0,53473.68,53473.68
12592,50237,Female,Hispanic,Active,ANIMAL SERVICES,201,EXEC ADMIN ASST III,1985-01-02,2544.23,92519.28,95063.51
9821,33074,Female,Black,Active,ANIMAL SERVICES,201,ASST GM ANIMAL REGULATN,1987-08-18,0.0,182783.52,182783.52
4477,21435,Female,Hispanic,Active,ANIMAL SERVICES,201,PAYROLL SUPERVISOR I,1988-11-21,0.0,90911.52,90911.52
17598,44079,Female,Caucasian,Active,ANIMAL SERVICES,201,DISTR SUPV ANIMAL REG,1989-11-12,0.0,85754.16,85754.16
2537,52222,Female,Caucasian,Active,ANIMAL SERVICES,201,ANIMAL CONTROL OFCR II,1990-04-23,0.0,69697.44,69697.44
47570,38446,Female,Black,Active,ANIMAL SERVICES,201,OFFICE TRAINEE ADMIN CLERK,1994-07-29,0.0,36581.76,36581.76
5842,47557,Female,Caucasian,Active,ANIMAL SERVICES,201,DIR OF FIELD OPERATIONS,1995-10-23,0.0,141002.64,141002.64
6949,12527,Female,Caucasian,Active,ANIMAL SERVICES,201,SR SYSTEMS ANALYST II,1998-01-26,0.0,146765.52,146765.52
13150,56068,Female,Caucasian,Active,ANIMAL SERVICES,201,VETERINARY TECHNICIAN,2000-01-03,0.0,69822.72,69822.72
18451,41617,Female,Hispanic,Active,ANIMAL SERVICES,201,SR ANIMAL CNTRL OFCR I,2000-03-27,2025.1,73643.76,75668.86
12611,58011,Female,Hispanic,Active,ANIMAL SERVICES,201,EXEC ADMIN ASST II,2000-05-22,2310.63,84021.12,86331.75
1452,20834,Female,Hispanic,Active,ANIMAL SERVICES,201,ACCOUNTING CLERK,2000-07-03,0.0,69697.44,69697.44
8520,63468,Female,American Indian,Active,ANIMAL SERVICES,201,ANIMAL CONTROL OFCR I,2001-06-25,0.0,66001.68,66001.68
19180,72834,Female,Asian,Active,ANIMAL SERVICES,201,MANAGEMENT ANALYST,2002-06-03,0.0,100307.52,100307.52
29039,304890,Female,Caucasian,Active,ANIMAL SERVICES,201,VETERINARIAN II,2007-11-05,0.0,131335.2,131335.2
32373,333274,Female,Other,Active,ANIMAL SERVICES,201,GEN MGR ANIMAL SERVICES,2010-08-15,0.0,230473.44,230473.44
16983,69220,Female,Filipino,Active,ANIMAL SERVICES,201,SR ACCOUNTANT II,2015-03-03,0.0,98950.32,98950.32
40479,375652,Female,Caucasian,Active,ANIMAL SERVICES,201,PUB RELATIONS SPEC II,2016-01-04,0.0,57169.44,57169.44
47437,175207,Female,Hispanic,Active,ANIMAL SERVICES,201,VOLUNTEER COORDINATOR,2017-08-06,0.0,58171.68,58171.68
48451,392902,Female,Filipino,Active,ANIMAL SERVICES,201,ACCOUNTANT,2017-10-30,0.0,53807.76,53807.76
29241,20909,Female,Black,Active,ANIMAL SERVICES AS NEEDED,202,RELIEF ANIMAL RGLTN WKR,2007-09-10,0.0,40340.16,40340.16
37208,368497,Female,Asian,Active,ANIMAL SERVICES AS NEEDED,202,VETERINARY TECHNICIAN,2014-11-03,0.0,50425.2,50425.2
37420,369323,Female,Caucasian,Active,ANIMAL SERVICES AS NEEDED,202,ANIMAL CARE TECH,2015-01-12,0.0,42678.72,42678.72
40296,375371,Female,Asian,Active,ANIMAL SERVICES AS NEEDED,202,ANIMAL LIC CANVASSER,2015-12-03,936.99,34076.16,35013.15
41202,376963,Female,Black,Active,ANIMAL SERVICES AS NEEDED,202,ADMINISTRATIVE CLERK,2016-03-29,0.0,37584.0,37584.0
6817,54735,Female,Caucasian,Active,ATTORNEY,1201,PR CLERK CITY ATTY II,1974-08-15,0.0,94482.0,94482.0
15825,49851,Female,Caucasian,Active,ATTORNEY,1201,SR LEGAL CLERK I,1975-10-27,0.0,66001.68,66001.68
12631,50615,Female,Asian,Active,ATTORNEY,1201,SR WITNESS SVC COORD,1976-06-29,0.0,73351.44,73351.44
14474,34024,Female,Black,Active,ATTORNEY,1201,SR LEGAL ASSISTANT,1977-04-04,0.0,98323.92,98323.92
2019,42881,Female,Black,Active,ATTORNEY,1201,SR LEGAL CLERK II,1977-04-14,0.0,69426.0,69426.0
14411,25478,Female,Caucasian,Active,ATTORNEY,1201,HEARING OFCR CITY ATTY,1980-08-13,0.0,93166.56,93166.56
5414,51222,Female,Hispanic,Active,ATTORNEY,1201,WITNESS SVC COORD,1980-10-09,1862.24,67713.84,69576.08
