,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
13613,58261,Female,Asian,Active,TRANSPORTATION,8501,DEPT CHIEF ACCT IV,2001-01-16,0.0,152904.24,152904.24
4959,31715,Female,Asian,Active,TRANSPORTATION,8501,SR TRANSP ENGINEER,1985-09-03,0.0,149981.04,149981.04
855,28411,Female,Black,Active,TRANSPORTATION,8501,SR MGMT ANALYST II,1987-03-01,0.0,146744.64,146744.64
1230,21853,Female,Hispanic,Active,TRANSPORTATION,8501,SUPVSG TRANS PLANNR II,1990-11-26,0.0,146431.44,146431.44
25593,283396,Female,Caucasian,Active,TRANSPORTATION,8501,COMNTY AFFRS ADVOCATE,2015-06-15,0.0,137995.92,137995.92
41497,44798,Female,Black,Active,TRANSPORTATION,8501,RISK MANAGER II,1988-07-25,0.0,134300.16,134300.16
27169,290171,Female,Hispanic,Active,TRANSPORTATION,8501,PR PROJECT COORDINATOR,2006-12-01,0.0,133277.04,133277.04
4978,34437,Female,Black,Active,TRANSPORTATION,8501,SUPVSG TRANS PLANNR I,2002-07-28,0.0,131711.04,131711.04
2855,56834,Female,Asian,Active,TRANSPORTATION,8501,TRANSP ENGINEER,1991-12-01,0.0,127555.92,127555.92
5987,50195,Female,Caucasian,Active,TRANSPORTATION,8501,SR SYSTEMS ANALYST I,1989-10-29,0.0,118661.04,118661.04
5499,42057,Female,Asian,Active,TRANSPORTATION,8501,SR MGMT ANALYST I,1991-09-15,0.0,118473.12,118473.12
1339,22408,Female,Asian,Active,TRANSPORTATION,8501,TRANSP ENGRG ASSC III,2004-11-14,0.0,117345.6,117345.6
5751,48701,Female,Hispanic,Active,TRANSPORTATION,8501,TRANSP PLANNING ASSC II,1989-03-26,0.0,108555.12,108555.12
8199,25594,Female,Hispanic,Active,TRANSPORTATION,8501,PARKING ENFORCE MGR II,1986-06-08,0.0,106613.28,106613.28
2525,55353,Female,Asian,Active,TRANSPORTATION,8501,TRANSP ENGRG ASSC II,1990-01-16,0.0,105444.0,105444.0
23887,100798,Female,Asian,Active,TRANSPORTATION,8501,PR ACCOUNTANT II,2005-07-11,0.0,104796.72,104796.72
3517,51187,Female,Filipino,Active,TRANSPORTATION,8501,MANAGEMENT ANALYST,1987-04-29,0.0,100307.52,100307.52
14824,40194,Female,Filipino,Active,TRANSPORTATION,8501,SR ACCOUNTANT II,1990-11-05,0.0,98950.32,98950.32
12835,52038,Female,Caucasian,Active,TRANSPORTATION,8501,SR TRANSP INVESTIGATOR,1973-06-18,0.0,96904.08,96904.08
979,31962,Female,Black,Active,TRANSPORTATION,8501,SR TRAFFIC SUPV III,1989-09-25,0.0,95630.4,95630.4
6330,61740,Female,Filipino,Active,TRANSPORTATION,8501,EXEC ADMIN ASST III,2001-06-11,0.0,92519.28,92519.28
33994,349251,Female,Caucasian,Active,TRANSPORTATION,8501,PROJECT COORDINATOR,2012-08-14,0.0,91391.76,91391.76
25534,43333,Female,Hispanic,Active,TRANSPORTATION,8501,SR TRAFFIC SUPV II,1989-01-22,4687.82,85232.16,89919.98
26288,288643,Female,Hispanic,Active,TRANSPORTATION,8501,SIGNAL SYSTEM ELECTRCN,2006-10-29,0.0,88218.0,88218.0
4764,20494,Female,Black,Active,TRANSPORTATION,8501,ADMIN HEARING OFCR,1987-06-21,0.0,84960.72,84960.72
6262,38308,Female,Black,Active,TRANSPORTATION,8501,SR COMMUN OPERATOR II,1980-09-22,4380.1,79636.32,84016.42
16619,49061,Female,Asian,Active,TRANSPORTATION,8501,GRAPHICS DESIGNER II,1995-07-10,0.0,82684.8,82684.8
2400,22316,Female,Black,Active,TRANSPORTATION,8501,SR TRAFFIC SUPV I,1980-09-26,4179.13,75982.32,80161.45
537,15705,Female,Black,Active,TRANSPORTATION,8501,PR CLERK,1997-08-31,0.0,79156.08,79156.08
6623,55128,Female,Black,Active,TRANSPORTATION,8501,COMMUN INFO REP III,2002-09-09,7813.82,71033.76,78847.58
7594,69369,Female,Filipino,Active,TRANSPORTATION,8501,ACCOUNTANT,2001-09-09,0.0,78696.72,78696.72
26080,280858,Female,Black,Active,TRANSPORTATION,8501,TRANSP INVESTIGATOR,2006-05-15,0.0,78320.88,78320.88
19023,70257,Female,Black,Active,TRANSPORTATION,8501,PAYROLL SUPERVISOR I,2001-11-19,0.0,77256.0,77256.0
11893,43247,Female,Caucasian,Active,TRANSPORTATION,8501,TRANSP ENGRG AIDE I,2000-06-05,0.0,76462.56,76462.56
5419,38197,Female,Hispanic,Active,TRANSPORTATION,8501,CIVIL ENGRG DRAFT TECH,2005-03-08,0.0,74228.4,74228.4
40609,376295,Female,Caucasian,Active,TRANSPORTATION,8501,TRANSP ENGRG ASSC I,2016-02-07,0.0,73831.68,73831.68
16227,21619,Female,Asian,Active,TRANSPORTATION,8501,ACCOUNTING CLERK,1989-09-11,1916.78,69697.44,71614.22
15048,14041,Female,Hispanic,Active,TRANSPORTATION,8501,SR ADMINISTRATIVE CLERK,2000-11-06,3629.99,66001.68,69631.67
38907,373010,Female,Caucasian,Active,TRANSPORTATION,8501,PLANNING ASSISTANT,2015-06-30,0.0,68736.96,68736.96
369,18766,Female,Black,Active,TRANSPORTATION,8501,TRAF OFFICER II,1987-10-04,3578.31,65062.08,68640.39
23707,101024,Female,Caucasian,Active,TRANSPORTATION,8501,GRAPHICS DESIGNER I,2005-07-25,0.0,68319.36,68319.36
37409,369260,Female,Hispanic,Active,TRANSPORTATION,8501,MANAGEMENT ASSISTANT,2015-01-11,0.0,65751.12,65751.12
11804,43172,Female,Hispanic,Active,TRANSPORTATION,8501,PROJECT ASSISTANT,1984-11-08,0.0,63997.2,63997.2
4458,19066,Female,Hispanic,Active,TRANSPORTATION,8501,ADMINISTRATIVE CLERK,1980-07-30,1470.47,53473.68,54944.15
5975,35663,Female,Black,Active,TRANSPORTATION,8501,MAINTENANCE LABORER,2000-02-14,0.0,53327.52,53327.52
36828,366865,Female,Black,Active,TRANSPORTATION,8501,TRAF OFFICER I,2015-04-06,0.0,47188.8,47188.8
46939,390993,Female,Hispanic,Active,TRANSPORTATION,8501,OFFICE TRAINEE ADMIN CLERK,2017-10-02,0.0,36581.76,36581.76
10845,39465,Female,Hispanic,Active,TRANSPORTATION,8501,VOCATIONAL WORKER II,2017-01-09,0.0,33282.72,33282.72
1956,45565,Female,Caucasian,Leave,TRANSPORTATION,8501,MANAGEMENT ANALYST I,1994-11-07,0.0,0.0,0.0
43363,379454,Female,Caucasian,Active,TITLE V EMPLOY STIMULUS,1983,COMNTY/ADMN SUP WKR I,2016-07-05,0.0,29232.0,29232.0
6435,43578,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,ASST GM-LACERS,2010-01-31,0.0,200531.52,200531.52
15836,26174,Female,Asian,Active,RETIREMENT SYSTEM,1801,CH BENEFITS ANALYST,1996-08-19,9631.68,175120.56,184752.24
19096,70593,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,INVESTMENT OFFICER II,2001-12-17,0.0,170025.84,170025.84
8156,18461,Female,Asian,Active,RETIREMENT SYSTEM,1801,DEPT CHIEF ACCT III,1998-04-26,0.0,157852.8,157852.8
11736,48899,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,SR PERSONNEL ANALYST II,2002-08-03,0.0,152737.2,152737.2
11505,47406,Female,Black,Active,RETIREMENT SYSTEM,1801,SR MGMT ANALYST II,1988-03-14,0.0,146744.64,146744.64
13306,56740,Female,Filipino,Active,RETIREMENT SYSTEM,1801,INTERNAL AUDITOR IV,2001-04-09,0.0,138998.16,138998.16
11125,36451,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,PUB INFO DIRECTOR I,1989-03-12,0.0,123463.44,123463.44
35163,28082,Female,Asian,Active,RETIREMENT SYSTEM,1801,SR PERSONNEL ANALYST I,1999-01-11,0.0,123400.8,123400.8
3145,44217,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,SR MGMT ANALYST I,1989-10-01,0.0,112209.12,112209.12
13885,60717,Female,Filipino,Active,RETIREMENT SYSTEM,1801,PROGRAMMER/ANALYST III,1998-09-14,0.0,107886.96,107886.96
28383,297826,Female,Filipino,Active,RETIREMENT SYSTEM,1801,PR ACCOUNTANT I,2007-05-14,0.0,107803.44,107803.44
10676,39698,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,PERSONNEL ANALYST,1982-11-08,5517.02,100307.52,105824.54
12783,51620,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,MANAGEMENT ANALYST,1982-08-02,5517.02,100307.52,105824.54
8183,24281,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,SYSTEMS ANALYST,2011-02-14,0.0,100307.52,100307.52
16723,32069,Female,Asian,Active,RETIREMENT SYSTEM,1801,SR ACCOUNTANT II,1999-10-10,0.0,98950.32,98950.32
8449,18977,Female,Filipino,Active,RETIREMENT SYSTEM,1801,EXEC ADMIN ASST III,1985-01-28,0.0,92519.28,92519.28
43602,32019,Female,Asian,Active,RETIREMENT SYSTEM,1801,PAYROLL SUPERVISOR I,1991-10-15,0.0,90911.52,90911.52
14956,53937,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,EXEC ADMIN ASST II,1990-03-05,6076.08,84626.64,90702.72
12481,69112,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,CH CLERK,2001-08-13,0.0,89491.68,89491.68
24261,98857,Female,Filipino,Active,RETIREMENT SYSTEM,1801,SR ACCOUNTANT I,2005-05-23,0.0,88948.8,88948.8
460,17123,Female,Asian,Active,RETIREMENT SYSTEM,1801,BENEFITS SPECIALIST,1985-02-04,0.0,79156.08,79156.08
10424,36008,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,COMMISSION EXEC ASST I,1999-02-08,0.0,77047.2,77047.2
32440,334871,Female,Asian,Active,RETIREMENT SYSTEM,1801,PROGRAMMER/ANALYST II,2017-01-22,0.0,71388.72,71388.72
15305,51280,Female,Asian,Active,RETIREMENT SYSTEM,1801,ACCOUNTING CLERK,1989-01-30,0.0,69697.44,69697.44
10375,35938,Female,Caucasian,Active,RETIREMENT SYSTEM,1801,SR ADMINISTRATIVE CLERK,1993-05-03,0.0,66001.68,66001.68
35841,363436,Female,Filipino,Active,RETIREMENT SYSTEM,1801,ACCOUNTANT,2014-03-24,0.0,65062.08,65062.08
3105,48722,Female,Black,Active,RETIREMENT SYSTEM,1801,ADMINISTRATIVE CLERK,1999-06-07,0.0,53473.68,53473.68
32841,340406,Female,Asian,Active,RETIREMENT SYSTEM,1801,MANAGEMENT ASSISTANT,2017-01-22,0.0,50132.88,50132.88
47097,388475,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,OFFICE TRAINEE ADMIN CLERK,2017-06-26,1005.89,36581.76,37587.65
41995,378360,Female,Hispanic,Active,RETIREMENT SYSTEM,1801,OFFICE SVCS ASSISTANT,2017-03-19,0.0,36581.76,36581.76
43208,380071,Female,Black,Active,RETIREMENT SYSTEM,1801,RELIEF RETIRE WORKER,2017-04-18,0.0,34097.04,34097.04
4478,18013,Female,Caucasian,Active,RETIREMENT OVER THE LIMIT AMT,1808,RETIREE OVER THE LIMIT,1990-07-16,0.0,0.0,0.0
38524,372000,Female,Hispanic,Active,REC PARKS SUMMER NIGHT PART TIME,7908,GRYD WORKER VI,2015-05-27,0.0,45936.0,45936.0
36599,365826,Female,Hispanic,Active,REC PARKS SUMMER NIGHT PART TIME,7908,GRYD WORKER IV,2016-06-01,0.0,35496.0,35496.0
38876,372524,Female,Black,Active,REC PARKS SUMMER NIGHT PART TIME,7908,GRYD WORKER III,2015-05-27,0.0,31320.0,31320.0
38333,372351,Female,Hispanic,Active,REC PARKS SUMMER NIGHT PART TIME,7908,GRYD WORKER II,2015-05-27,0.0,27728.64,27728.64
35101,358388,Female,Black,Active,REC PARKS SUMMER NIGHT PART TIME,7908,GRYD WORKER I,2013-06-26,0.0,25640.64,25640.64
103,13834,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,ASST GM REC & PARKS,1975-02-24,0.0,200531.52,200531.52
5156,19022,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,CH FINANCIAL OFFICER,1996-04-28,0.0,198297.36,198297.36
9653,36199,Female,Filipino,Active,REC PARKS REG FULL TIME,7901,PR CIVIL ENGR/PM III,1990-07-27,0.0,184474.8,184474.8
6763,68139,Female,Black,Active,REC PARKS REG FULL TIME,7901,EXEC DIR EXPO PK COMPLX,2001-08-13,0.0,175120.56,175120.56
18332,58664,Female,Asian,Active,REC PARKS REG FULL TIME,7901,DEPT CHIEF ACCT IV,1999-08-02,0.0,165870.72,165870.72
1134,11185,Female,Black,Active,REC PARKS REG FULL TIME,7901,SR SYSTEMS ANALYST II,1988-03-28,0.0,146765.52,146765.52
43827,37214,Female,Asian,Active,REC PARKS REG FULL TIME,7901,SR MGMT ANALYST II,1988-08-15,0.0,146744.64,146744.64
38448,11794,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,BUILD CIVIL ENGR I,2017-02-13,0.0,134926.56,134926.56
16554,45877,Female,Black,Active,REC PARKS REG FULL TIME,7901,SUPT OF R/P OPERATIONS,1989-02-27,0.0,126449.28,126449.28
27798,292550,Female,Asian,Active,REC PARKS REG FULL TIME,7901,SAFETY ENGINEER,2007-01-22,0.0,124507.44,124507.44
28709,301907,Female,Black,Active,REC PARKS REG FULL TIME,7901,PUB INFO DIRECTOR I,2007-08-13,0.0,123463.44,123463.44
7662,21068,Female,Black,Active,REC PARKS REG FULL TIME,7901,SR PERSONNEL ANALYST I,1999-06-21,0.0,123400.8,123400.8
26504,288269,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,CURATOR OF GRIFFITH OBSERV,2006-11-01,0.0,123400.8,123400.8
8933,30907,Female,Asian,Active,REC PARKS REG FULL TIME,7901,PR ACCOUNTANT II,1999-11-21,0.0,120039.12,120039.12
87,13976,Female,Black,Active,REC PARKS REG FULL TIME,7901,PR REC SUPERVISOR II,1990-04-09,0.0,116489.52,116489.52
16407,11490,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,SR MGMT ANALYST I,1990-05-07,0.0,109202.4,109202.4
24211,98783,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,CITY PLANNING ASSOC,2005-05-22,0.0,105903.36,105903.36
11830,49122,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,PR REC SUPERVISOR I,1986-06-15,0.0,101309.76,101309.76
842,28121,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,PERSONNEL ANALYST,1989-02-06,0.0,100307.52,100307.52
3871,61258,Female,Asian,Active,REC PARKS REG FULL TIME,7901,MANAGEMENT ANALYST,2000-09-25,0.0,100307.52,100307.52
15880,61209,Female,Asian,Active,REC PARKS REG FULL TIME,7901,SYSTEMS ANALYST,1999-09-24,0.0,100307.52,100307.52
13733,58617,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,PR GROUNDS MAINT SUPVII,1997-06-24,0.0,98992.08,98992.08
23681,101131,Female,Asian,Active,REC PARKS REG FULL TIME,7901,SR ACCOUNTANT II,2005-07-26,0.0,98950.32,98950.32
34460,352886,Female,Other,Active,REC PARKS REG FULL TIME,7901,ENVIRONMENTAL SPEC II,2013-01-28,0.0,97196.4,97196.4
597,20070,Female,Black,Active,REC PARKS REG FULL TIME,7901,RECREATION SUPERVISOR,1990-11-19,0.0,94586.4,94586.4
4196,26890,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,PARK SERVICES SUPVR,1990-08-21,0.0,94586.4,94586.4
7566,10332,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,MARITIME MUSEUM DIR,1998-10-01,0.0,94064.4,94064.4
2016,42855,Female,Asian,Active,REC PARKS REG FULL TIME,7901,CH CLERK PERSONNEL,1989-02-27,0.0,90619.2,90619.2
6328,61713,Female,Black,Active,REC PARKS REG FULL TIME,7901,EXEC ADMIN ASST II,2001-05-29,0.0,86317.92,86317.92
15450,46638,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,SR RECREATION DIR II,1993-07-06,2300.19,83645.28,85945.47
18308,38815,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,SR RECREATION DIR I,1989-06-20,6521.61,79051.68,85573.29
2894,47700,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,EMERGNCY MGT COORD I,1999-06-21,0.0,85461.84,85461.84
5343,52096,Female,Black,Active,REC PARKS REG FULL TIME,7901,COMMISSION EXEC ASST II,2000-08-28,0.0,85232.16,85232.16
1679,39856,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,AQUATIC DIRECTOR,1999-12-13,0.0,85190.4,85190.4
8477,20851,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,MARINE AQUAR CURATOR II,2000-05-22,0.0,85044.24,85044.24
10216,34214,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,PAYROLL SUPERVISOR II,1986-06-23,0.0,84689.28,84689.28
15781,40959,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,SR PARK RANGER I,1994-05-16,0.0,84167.28,84167.28
15772,54721,Female,Black,Active,REC PARKS REG FULL TIME,7901,CHILD CARE CENTER DIR,1992-10-05,4347.74,79051.68,83399.42
11626,49311,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,AQUATIC FACILITY MGRIII,1999-06-06,0.0,80116.56,80116.56
1618,42070,Female,Black,Active,REC PARKS REG FULL TIME,7901,RECREATION FAC DIR,1996-06-12,4123.8,74980.08,79103.88
21814,57927,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,HISTORIC SITE CURATOR,2004-02-02,0.0,78112.08,78112.08
5793,47515,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,AQUATIC FACILITY MGR II,2015-02-17,0.0,78028.56,78028.56
30137,309590,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,PAYROLL SUPERVISOR I,2008-03-10,0.0,77256.0,77256.0
6784,59286,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,MARINE AQUAR CURATOR  I,2008-01-07,0.0,76462.56,76462.56
46711,390728,Female,Other,Active,REC PARKS REG FULL TIME,7901,PROGRAMMER/ANALYST III,2017-09-25,0.0,75815.28,75815.28
8214,68421,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,RECREATION COORDINATOR,2001-07-25,7405.09,67317.12,74722.21
5280,37791,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,PARK RANGER,1989-07-31,0.0,74228.4,74228.4
25128,103928,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,EXEC ADMIN ASST III,2005-11-14,0.0,72474.48,72474.48
12544,54851,Female,Black,Active,REC PARKS REG FULL TIME,7901,SECRETARY,2003-03-04,0.0,71722.8,71722.8
36976,367816,Female,Black,Active,REC PARKS REG FULL TIME,7901,MANAGEMENT ASSISTANT,2014-09-22,0.0,71326.08,71326.08
2649,57240,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,AQUATIC FACILITY MGR I,1994-06-05,0.0,70052.4,70052.4
46125,387531,Female,Other,Active,REC PARKS REG FULL TIME,7901,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,2017-05-30,0.0,69968.88,69968.88
861,33495,Female,Asian,Active,REC PARKS REG FULL TIME,7901,ACCOUNTING CLERK,1981-04-15,0.0,69697.44,69697.44
26131,281241,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,GRAPHICS DESIGNER I,2006-05-30,0.0,68319.36,68319.36
20678,77983,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,PARK MAINT SUPVR,2003-02-05,0.0,68131.44,68131.44
17322,22806,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,SR GARDENER,1999-04-19,3474.95,63182.88,66657.83
932,28791,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,SR ADMINISTRATIVE CLERK,1986-11-16,0.0,66001.68,66001.68
29846,309359,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,AQUARIUM EDUCATOR I,2008-02-25,0.0,65563.2,65563.2
39882,374939,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,ENVIRONMENTAL SPEC I,2016-10-17,0.0,63182.88,63182.88
39442,374265,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,VOLUNTEER COORDINATOR,2015-11-29,0.0,63099.36,63099.36
18169,65292,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,IRRIGATION SPECIALIST,2001-07-12,0.0,62932.32,62932.32
13614,64177,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,LIGHT EQUIP OPERATOR,2001-06-18,0.0,61053.12,61053.12
4377,39383,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,CHILD CARE ASSOCIATE II,1988-04-04,5941.93,54016.56,59958.49
37807,370366,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,ACCOUNTANT,2015-03-02,0.0,58380.48,58380.48
47972,388099,Female,Other,Active,REC PARKS REG FULL TIME,7901,AUDITOR I,2017-06-19,0.0,57774.96,57774.96
1430,21936,Female,Caucasian,Active,REC PARKS REG FULL TIME,7901,GARDENER CARETAKER,1999-10-12,0.0,56438.64,56438.64
21546,88882,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,ADMINISTRATIVE CLERK,2004-04-26,1470.47,53473.68,54944.15
33807,347399,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,PARK SERVICES ATT II,2012-06-07,0.0,49068.0,49068.0
43159,379183,Female,Black,Active,REC PARKS REG FULL TIME,7901,VOCATIONAL WORKER GARDENER CARETAKER,2016-07-01,0.0,38607.12,38607.12
38744,373075,Female,Hispanic,Active,REC PARKS REG FULL TIME,7901,OFFICE TRAINEE ADMIN CLERK,2015-06-29,0.0,36581.76,36581.76
9519,68631,Female,Filipino,Leave,REC PARKS REG FULL TIME,7901,MANAGEMENT ANALYST II,2001-09-24,0.0,0.0,0.0
7019,12321,Female,Caucasian,Active,REC & PARKS PART TIME,7903,OBSERVATORY LECTURER,1992-03-24,0.0,67860.0,67860.0
467,19580,Female,Hispanic,Active,REC & PARKS PART TIME,7903,OPEN WTR LIFEGUARD II,1997-06-01,0.0,61303.68,61303.68
15100,16819,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SEASONAL POOL MGR II,1996-06-09,0.0,57002.4,57002.4
10579,68949,Female,Hispanic,Active,REC & PARKS PART TIME,7903,ADMINISTRATIVE CLERK,2001-08-27,1470.47,53473.68,54944.15
374,10970,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION INSTRUCTOR,1990-10-16,0.0,54517.68,54517.68
26691,282484,Female,Hispanic,Active,REC & PARKS PART TIME,7903,OPEN WTR LIFEGUARD I,2006-07-01,0.0,53661.6,53661.6
5546,46358,Female,Black,Active,REC & PARKS PART TIME,7903,TELESCOPE DEMONSTRATOR,2000-02-14,0.0,48546.0,48546.0
1761,38878,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SR RESIDNT CAMP COUNSLR,1999-03-12,0.0,46980.0,46980.0
7106,13659,Female,Caucasian,Active,REC & PARKS PART TIME,7903,RECREATION ASST,1997-04-08,11838.96,35141.04,46980.0
13443,57657,Female,Caucasian,Active,REC & PARKS PART TIME,7903,ADMIN INTERN,1998-04-23,0.0,45518.4,45518.4
2266,34775,Female,Caucasian,Active,REC & PARKS PART TIME,7903,SECURITY OFFICER,2000-10-16,1200.08,43639.2,44839.28
1078,19065,Female,Caucasian,Active,REC & PARKS PART TIME,7903,SEASONAL POOL MGR I,1993-06-25,0.0,43388.64,43388.64
26184,285424,Female,Hispanic,Active,REC & PARKS PART TIME,7903,THEATER TECH C,2017-10-15,0.0,41760.0,41760.0
37023,367635,Female,Other,Active,REC & PARKS PART TIME,7903,PROGRAM AIDE,2016-08-22,0.0,41488.56,41488.56
3992,60331,Female,Hispanic,Active,REC & PARKS PART TIME,7903,PARK ACTIVITY MONITOR,1999-12-27,0.0,40674.24,40674.24
4355,32805,Female,Hispanic,Active,REC & PARKS PART TIME,7903,ASST PARK SVCS ATTND II,1999-06-12,0.0,39943.44,39943.44
23397,98313,Female,Hispanic,Active,REC & PARKS PART TIME,7903,SPECIAL PROG ASST III,2005-05-05,0.0,39943.44,39943.44
19969,74445,Female,Hispanic,Leave,REC & PARKS PART TIME,7903,DELIVERY DRIVER I,2008-04-09,1020.25,37103.76,38124.01
15535,45868,Female,Black,Active,REC & PARKS PART TIME,7903,COOK I,1988-01-11,1013.99,36874.08,37888.07
12449,61140,Female,Caucasian,Active,REC & PARKS PART TIME,7903,POOL LIFEGUARD,1993-06-19,0.0,37020.24,37020.24
1519,25952,Female,Caucasian,Active,REC & PARKS PART TIME,7903,SWIM POOL CLERK I,1998-06-06,2685.43,32551.92,35237.35
